"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR"
"626","7","27","FEMALE","BLACK","12",1974
"627","6","29","MALE","WHITE","13",1974
"628","8","56","MALE","WHITE","9",1974
"629","5","53","FEMALE","WHITE","12",1974
"630","10","61","FEMALE","WHITE","8",1974
"631","6","40","FEMALE","WHITE","12",1974
"632","5","19","MALE","WHITE","12",1974
"633","5","50","MALE","WHITE","12",1974
"634","5","41","MALE","WHITE","13",1974
"635","8","48","FEMALE","WHITE","12",1974
"636","6","24","FEMALE","WHITE","12",1974
"637","5","62","MALE","WHITE","11",1974
"638","7","71","MALE","WHITE","14",1974
"639","5","69","MALE","WHITE","8",1974
"640","7","73","FEMALE","WHITE","8",1974
"641","5","23","FEMALE","WHITE","12",1974
"642","6","32","MALE","WHITE","13",1974
"643","9","71","MALE","WHITE","16",1974
"644","8","43","MALE","WHITE","16",1974
"645","8","27","FEMALE","WHITE","15",1974
"646","9","23","FEMALE","WHITE","14",1974
"647","3","27","MALE","WHITE","15",1974
"648","6","26","MALE","WHITE","12",1974
"649",NA,"51","MALE","WHITE","10",1974
"650","9","65","FEMALE","WHITE","12",1974
"651","7","33","FEMALE","WHITE","12",1974
"652","5","24","MALE","WHITE","12",1974
"653","5","43","MALE","WHITE","12",1974
"654","6","65","MALE","WHITE","12",1974
"655","8","47","FEMALE","WHITE","10",1974
"656","8","35","FEMALE","WHITE","12",1974
"657","5","60","MALE","WHITE","8",1974
"658","4","44","MALE","WHITE","12",1974
"659",NA,"46","FEMALE","WHITE","8",1974
"660","4","47","FEMALE","WHITE","12",1974
"661","8","61","MALE","WHITE","8",1974
"662","5","52","MALE","WHITE","11",1974
"663","7","26","FEMALE","WHITE","12",1974
"664","10","30","FEMALE","WHITE","16",1974
"665","8","47","FEMALE","WHITE","10",1974
"666","6","48","MALE","WHITE","8",1974
"667","2","74","MALE","WHITE","6",1974
"668","5","69","FEMALE","WHITE","8",1974
"669","5","21","FEMALE","WHITE","13",1974
"670","5","50","MALE","WHITE","12",1974
"671","9","50","MALE","WHITE","20",1974
"672","4","26","FEMALE","WHITE","12",1974
"673","10","24","FEMALE","WHITE","14",1974
"674","9","68","FEMALE","WHITE","14",1974
"675","6","28","MALE","WHITE","13",1974
"676","4","77","MALE","WHITE","6",1974
"677","6","84","FEMALE","WHITE","0",1974
"678",NA,"89 OR OLDER","FEMALE","WHITE","8",1974
"679","10","25","FEMALE","WHITE","15",1974
"680","6","66","MALE","WHITE","9",1974
"681","6","76","MALE","WHITE","10",1974
"682","5","32","FEMALE","WHITE","12",1974
"683","5","44","FEMALE","WHITE","10",1974
"684","6","56","FEMALE","WHITE","12",1974
"685","7","31","MALE","WHITE","17",1974
"686","3","85","MALE","WHITE","0",1974
"687","4","61","MALE","WHITE","8",1974
"688","4","29","FEMALE","WHITE","11",1974
"689","6","36","FEMALE","WHITE","12",1974
"690","5","25","MALE","WHITE","16",1974
"691","9","49","MALE","WHITE","17",1974
"692","6","46","MALE","WHITE","12",1974
"693","5","60","FEMALE","WHITE","12",1974
"694","3","76","FEMALE","WHITE","8",1974
"695","6","52","MALE","WHITE","12",1974
"696","4","49","MALE","WHITE","8",1974
"697","2","60","FEMALE","WHITE","8",1974
"698",NA,"83","FEMALE","WHITE","8",1974
"699","3","28","FEMALE","WHITE","10",1974
"700","6","44","MALE","WHITE","14",1974
"701","2","71","MALE","WHITE","8",1974
"702","3","46","MALE","WHITE","5",1974
"703","3","65","FEMALE","WHITE","8",1974
"704","6","66","FEMALE","BLACK","12",1974
"705","6","28","MALE","WHITE","16",1974
"706","6","61","MALE","WHITE","17",1974
"707","6","25","FEMALE","WHITE","12",1974
"708","6","68","FEMALE","WHITE","11",1974
"709","6","59","FEMALE","WHITE","8",1974
"710","6","57","MALE","WHITE","8",1974
"711","7","71","MALE","WHITE","10",1974
"712","6","59","MALE","WHITE","12",1974
"713","8","60","FEMALE","WHITE","10",1974
"714","6","32","FEMALE","WHITE","12",1974
"715","9","48","MALE","WHITE","17",1974
"716","10","51","MALE","WHITE","12",1974
"717","6","67","FEMALE","WHITE","10",1974
"718","10","47","FEMALE","WHITE","17",1974
"719","3","51","FEMALE","WHITE","8",1974
"720","7","30","MALE","BLACK","8",1974
"721","4","39","MALE","BLACK","10",1974
"722","5","30","FEMALE","BLACK","10",1974
"723","7","23","FEMALE","BLACK","12",1974
"724","6","30","FEMALE","BLACK","13",1974
"725","4","20","MALE","WHITE","13",1974
"726","5","42","MALE","WHITE","12",1974
"727","9","57","MALE","WHITE","14",1974
"728","5","62","FEMALE","WHITE","10",1974
"729","6","50","FEMALE","WHITE","12",1974
"730","6","27","MALE","WHITE","16",1974
"731","6","38","MALE","WHITE","12",1974
"732","4","20","FEMALE","WHITE","12",1974
"733","6","49","FEMALE","WHITE","12",1974
"734","7","25","FEMALE","WHITE","12",1974
"735","1","23","MALE","BLACK","8",1974
"736","7","37","MALE","BLACK","12",1974
"737","6","31","FEMALE","BLACK","12",1974
"738","4","19","FEMALE","BLACK","11",1974
"739","2","39","FEMALE","BLACK","8",1974
"740","5","54","MALE","WHITE","9",1974
"741","6","65","MALE","WHITE","12",1974
"742","7","65","FEMALE","WHITE","12",1974
"743","6","21","FEMALE","WHITE","14",1974
"744","6","52","FEMALE","WHITE","12",1974
"745","8","24","MALE","WHITE","12",1974
"746","7","29","MALE","WHITE","14",1974
"747","9","38","MALE","WHITE","12",1974
"748","4","21","FEMALE","WHITE","12",1974
"749","8","23","FEMALE","WHITE","14",1974
"750","6","23","MALE","WHITE","13",1974
"751","5","50","MALE","WHITE","8",1974
"752","9","40","MALE","WHITE","16",1974
"753","5","42","FEMALE","WHITE","12",1974
"754","8","37","FEMALE","WHITE","16",1974
"755","8","30","MALE","WHITE","15",1974
"756","7","54","MALE","WHITE","11",1974
"757","2","47","MALE","WHITE","8",1974
"758","6","30","FEMALE","WHITE","12",1974
"759","7","31","FEMALE","WHITE","16",1974
"760","6","28","MALE","WHITE","13",1974
"761","5","68","MALE","WHITE","8",1974
"762","2","69","FEMALE","WHITE","8",1974
"763","6","40","FEMALE","WHITE","12",1974
"764","3","39","FEMALE","WHITE","10",1974
"765","4","23","MALE","WHITE","11",1974
"766","4","40","MALE","WHITE","10",1974
"767","4","72","MALE","WHITE","10",1974
"768","6","31","FEMALE","WHITE","12",1974
"769","5","32","FEMALE","WHITE","12",1974
"770","7","24","MALE","WHITE","12",1974
"771","10","40","MALE","WHITE","16",1974
"772","10","29","FEMALE","WHITE","14",1974
"773","8","28","FEMALE","WHITE","12",1974
"774","10","48","FEMALE","WHITE","12",1974
"775",NA,"28","MALE","WHITE","19",1974
"776","10","51","MALE","WHITE","14",1974
"777","10","36","FEMALE","WHITE","18",1974
"778","10","73","FEMALE","WHITE","12",1974
"779","9","44","FEMALE","WHITE","17",1974
"780","9","55","MALE","WHITE","14",1974
"781","5","57","MALE","WHITE","14",1974
"782","1","22","FEMALE","OTHER","14",1974
"783","5","25","FEMALE","OTHER","14",1974
"784","5","32","FEMALE","WHITE","12",1974
"785","5","69","MALE","WHITE","17",1974
"786","6","58","MALE","WHITE","14",1974
"787","10","33","FEMALE","WHITE","16",1974
"788","5","87","FEMALE","WHITE","15",1974
"789","7","33","FEMALE","BLACK","12",1974
"790","9","72","MALE","WHITE","12",1974
"791","7","37","MALE","WHITE","16",1974
"792","8","58","MALE","WHITE","18",1974
"793","8","34","FEMALE","WHITE","16",1974
"794","9","34","FEMALE","WHITE","16",1974
"795","5","33","MALE","WHITE","12",1974
"796","8","33","MALE","WHITE","16",1974
"797","7","56","MALE","WHITE","10",1974
"798","5","35","FEMALE","WHITE","10",1974
"799","8","26","FEMALE","WHITE","12",1974
"800","2","27","MALE","WHITE","12",1974
"801","6","71","MALE","WHITE","14",1974
"802","7","51","FEMALE","WHITE","13",1974
"803","9","28","FEMALE","WHITE","16",1974
"804","6","52","FEMALE","WHITE","8",1974
"805","5","18","MALE","WHITE","11",1974
"806","8","43","MALE","WHITE","18",1974
"807","6","58","MALE","WHITE","14",1974
"808","7","42","FEMALE","WHITE","12",1974
"809","10","30","FEMALE","WHITE","12",1974
"810","7","25","MALE","WHITE","10",1974
"811","6","56","MALE","WHITE","8",1974
"812","10","30","FEMALE","WHITE","12",1974
"813","7","52","FEMALE","WHITE","9",1974
"814","5","46","FEMALE","WHITE","12",1974
"815","6","28","MALE","WHITE","12",1974
"816","9","63","MALE","WHITE","10",1974
"817","7","29","FEMALE","WHITE","12",1974
"818","4","39","FEMALE","WHITE","12",1974
"819","3","58","FEMALE","WHITE","6",1974
"820","5","24","MALE","WHITE","13",1974
"821","6","44","MALE","WHITE","12",1974
"822","5","39","MALE","WHITE","9",1974
"823","6","63","FEMALE","WHITE","12",1974
"824","9","34","FEMALE","WHITE","12",1974
"825","5","21","MALE","WHITE","12",1974
"826","8","44","MALE","WHITE","12",1974
"827","8","23","FEMALE","WHITE","12",1974
"828","10","46","FEMALE","WHITE","10",1974
"829","4","34","FEMALE","WHITE","10",1974
"830","7","20","MALE","WHITE","14",1974
"831","10","48","MALE","WHITE","16",1974
"832","5","57","FEMALE","WHITE","12",1974
"833","10","59","FEMALE","WHITE","12",1974
"834","5","28","FEMALE","WHITE","12",1974
"835","6","23","MALE","BLACK","14",1974
"836","1","41","MALE","BLACK","7",1974
"837",NA,"35","FEMALE","BLACK","13",1974
"838","5","20","FEMALE","BLACK","12",1974
"839","6","34","FEMALE","BLACK","12",1974
"840","8","19","MALE","WHITE","13",1974
"841","7","71","MALE","WHITE","10",1974
"842","8","24","FEMALE","WHITE","12",1974
"843","5","27","FEMALE","WHITE","12",1974
"844","6","42","FEMALE","WHITE","10",1974
"845","4","29","MALE","WHITE","10",1974
"846",NA,"38","MALE","BLACK","7",1974
"847","8","58","MALE","WHITE","10",1974
"848","4","39","FEMALE","BLACK","12",1974
"849","8","21","FEMALE","BLACK","11",1974
"850","8","34","MALE","WHITE","12",1974
"851","10","41","MALE","WHITE","16",1974
"852","10","53","FEMALE","WHITE","12",1974
"853","8","38","FEMALE","WHITE","12",1974
"854","6","37","FEMALE","WHITE","10",1974
"855","5","29","MALE","WHITE","12",1974
"856","6","55","MALE","WHITE","12",1974
"857","7","26","FEMALE","WHITE","12",1974
"858","6","33","FEMALE","WHITE","11",1974
"859","4","31","FEMALE","WHITE","12",1974
"860","7","35","MALE","WHITE","16",1974
"861","9","73","MALE","WHITE","19",1974
"862","10","38","FEMALE","WHITE","17",1974
"863","8","32","FEMALE","WHITE","13",1974
"864","8","40","FEMALE","WHITE","13",1974
"865","9","32","MALE","BLACK","17",1974
"866","9","46","FEMALE","WHITE","18",1974
"867","10","25","FEMALE","WHITE","14",1974
"868","7","81","FEMALE","WHITE","12",1974
"869","10","25","FEMALE","WHITE","18",1974
"870","7","34","MALE","WHITE","12",1974
"871","10","70","MALE","WHITE","16",1974
"872","10","29","FEMALE","WHITE","16",1974
"873","4","64","FEMALE","WHITE","15",1974
"874","5","41","FEMALE","BLACK","14",1974
"875","8","19","MALE","WHITE","10",1974
"876","6","38","MALE","WHITE","9",1974
"877","10","39","MALE","WHITE","18",1974
"878",NA,"71","FEMALE","WHITE","8",1974
"879","9","32","FEMALE","WHITE","14",1974
"880","6","27","MALE","WHITE","16",1974
"881","9","48","MALE","WHITE","10",1974
"882","7","24","FEMALE","WHITE","16",1974
"883","9","23","FEMALE","WHITE","16",1974
"884","7","26","FEMALE","BLACK","16",1974
"885",NA,"66","MALE","WHITE","3",1974
"886","9",NA,"MALE","WHITE","14",1974
"887","0","51","FEMALE","WHITE","12",1974
"888","6","30","FEMALE","WHITE","12",1974
"889","7","34","FEMALE","WHITE","12",1974
"890","6","23","MALE","BLACK","12",1974
"891","5","37","MALE","BLACK","14",1974
"892","3","64","FEMALE","BLACK","12",1974
"893",NA,"65","FEMALE","BLACK","12",1974
"894","6","48","FEMALE","BLACK","12",1974
"895","8","60","MALE","WHITE","14",1974
"896","7","81","MALE","WHITE","10",1974
"897","6","35","FEMALE","WHITE","12",1974
"898","9","27","FEMALE","WHITE","16",1974
"899","10","76","FEMALE","WHITE","13",1974
"900","8","28","MALE","WHITE","16",1974
"901","9","54","MALE","WHITE","16",1974
"902","7","52","FEMALE","WHITE","16",1974
"903","8","51","FEMALE","WHITE","12",1974
"904","10","41","FEMALE","WHITE","16",1974
"905","3","83","MALE","BLACK","1",1974
"906",NA,"48","MALE","BLACK","10",1974
"907",NA,"85","FEMALE","BLACK","5",1974
"908","6","36","FEMALE","BLACK","12",1974
"909","7","29","FEMALE","BLACK","12",1974
"910","4","26","MALE","WHITE","10",1974
"911","5","39","MALE","WHITE","12",1974
"912","5","86","FEMALE","WHITE","14",1974
"913","5","28","FEMALE","WHITE","12",1974
"914","7","63","FEMALE","WHITE","9",1974
"915","10","23","MALE","WHITE","14",1974
"916","6","25","MALE","BLACK","16",1974
"917","10","23","FEMALE","WHITE","16",1974
"918","7","22","FEMALE","WHITE","15",1974
"919","7","22","FEMALE","WHITE","14",1974
"920","10","48","MALE","WHITE","16",1974
"921","10","56","MALE","WHITE","18",1974
"922","6","32","FEMALE","WHITE","16",1974
"923","5","37","FEMALE","WHITE","10",1974
"924","7","40","FEMALE","WHITE","16",1974
"925","3","21","MALE","WHITE","11",1974
"926",NA,"58","MALE","WHITE","6",1974
"927","3","56","FEMALE","WHITE","11",1974
"928","5","36","FEMALE","WHITE","9",1974
"929","6","39","FEMALE","WHITE","8",1974
"930","7","46","MALE","WHITE","12",1974
"931","3","54","MALE","BLACK","7",1974
"932","4","21","FEMALE","BLACK","10",1974
"933","2","33","FEMALE","BLACK","11",1974
"934","5","26","FEMALE","BLACK","12",1974
"935","5","51","MALE","WHITE","8",1974
"936","10","51","MALE","WHITE","20",1974
"937","2","68","FEMALE","WHITE","6",1974
"938","10","38","FEMALE","WHITE","12",1974
"939","4","52","FEMALE","WHITE","4",1974
"940","6","26","MALE","WHITE","12",1974
"941","6","57","MALE","WHITE","7",1974
"942","8","51","MALE","WHITE","17",1974
"943","5","60","FEMALE","WHITE","10",1974
"944","5","55","FEMALE","WHITE","4",1974
"945","5","20","MALE","WHITE","12",1974
"946","4","49","MALE","WHITE","11",1974
"947","4","38","FEMALE","WHITE","11",1974
"948","2","75","FEMALE","WHITE","9",1974
"949","3","43","FEMALE","WHITE","10",1974
"950","5","24","MALE","WHITE","12",1974
"951","4","73","MALE","WHITE","7",1974
"952","2","68","FEMALE","WHITE","3",1974
"953","3","70","FEMALE","WHITE","9",1974
"954","5","44","FEMALE","WHITE","12",1974
"955","6","20","MALE","WHITE","12",1974
"956",NA,"57","MALE","WHITE","9",1974
"957","2","37","MALE","WHITE","11",1974
"958","2","55","FEMALE","WHITE","11",1974
"959","5","27","FEMALE","WHITE","12",1974
"960","7","32","MALE","WHITE","12",1974
"961","5","71","MALE","WHITE","7",1974
"962","7","66","FEMALE","WHITE","8",1974
"963","5","58","FEMALE","WHITE","7",1974
"964","7","53","FEMALE","WHITE","8",1974
"965","7","31","MALE","WHITE","12",1974
"966","7","46","MALE","WHITE","12",1974
"967","7","61","MALE","WHITE","14",1974
"968","7","26","FEMALE","WHITE","12",1974
"969","7","39","FEMALE","WHITE","12",1974
"970","5","26","MALE","WHITE","15",1974
"971","7","21","MALE","WHITE","14",1974
"972","6","67","MALE","WHITE","12",1974
"973","10","69","FEMALE","WHITE","13",1974
"974","10","26","FEMALE","WHITE","16",1974
"975","6","22","MALE","WHITE","13",1974
"976","6","45","MALE","BLACK","18",1974
"977","5","22","FEMALE","WHITE","12",1974
"978","8","51","FEMALE","WHITE","10",1974
"979","6","47","FEMALE","WHITE","12",1974
"980","6","24","MALE","BLACK","12",1974
"981","8","49","MALE","BLACK","11",1974
"982","4","22","FEMALE","BLACK","9",1974
"983","4","22","FEMALE","BLACK","13",1974
"984","6","38","FEMALE","BLACK","10",1974
"985","6","22","MALE","WHITE","12",1974
"986","6","66","MALE","WHITE","10",1974
"987","6","44","FEMALE","WHITE","11",1974
"988","5","45","FEMALE","WHITE","12",1974
"989","5","41","FEMALE","WHITE","12",1974
"990","5","53","MALE","WHITE","12",1974
"991","10","67","MALE","WHITE","17",1974
"992","5","53","FEMALE","WHITE","12",1974
"993","4","69","FEMALE","WHITE","16",1974
"994","4","51","FEMALE","WHITE","12",1974
"995","8","32","MALE","WHITE","12",1974
"996","5","61","MALE","WHITE","12",1974
"997","7","45","MALE","WHITE","12",1974
"998","7","61","FEMALE","WHITE","11",1974
"999","6","47","FEMALE","WHITE","16",1974
"1000","8","25","MALE","WHITE","15",1974
"1001","5","50","MALE","WHITE","8",1974
"1002","5","30","FEMALE","WHITE","12",1974
"1003","5","38","FEMALE","WHITE","12",1974
"1004","7","44","FEMALE","WHITE","10",1974
"1005","6","35","MALE","WHITE","12",1974
"1006","6","64","MALE","WHITE","15",1974
"1007","5","75","FEMALE","WHITE","7",1974
"1008","6","39","FEMALE","WHITE","14",1974
"1009","4","35","FEMALE","WHITE","12",1974
"1010","10","24","MALE","WHITE","12",1974
"1011","2","18","MALE","BLACK","9",1974
"1012","2","65","MALE","BLACK","6",1974
"1013","5","72","FEMALE","BLACK","12",1974
"1014","6","59","FEMALE","WHITE","8",1974
"1015","6","35","MALE","WHITE","12",1974
"1016","3","68","MALE","WHITE","7",1974
"1017","3","77","MALE","WHITE","5",1974
"1018","4","73","FEMALE","WHITE","8",1974
"1019","5","77","FEMALE","WHITE","8",1974
"1020",NA,"81","MALE","WHITE","13",1974
"1021","9","67","MALE","WHITE","19",1974
"1022","2","25","FEMALE","WHITE","13",1974
"1023","6","24","FEMALE","WHITE","12",1974
"1024","7","29","FEMALE","WHITE","16",1974
"1025","5","21","MALE","WHITE","12",1974
"1026","5","64","MALE","WHITE","8",1974
"1027","4","71","MALE","WHITE","9",1974
"1028",NA,"74","FEMALE","WHITE","5",1974
"1029","1","45","FEMALE","WHITE","11",1974
"1030","9","28","MALE","WHITE","15",1974
"1031","8","77","MALE","WHITE","14",1974
"1032","10","70","FEMALE","WHITE","16",1974
"1033","4","69","FEMALE","WHITE","7",1974
"1034","9","61","FEMALE","WHITE","12",1974
"1035","5","21","MALE","WHITE","11",1974
"1036","5","51","MALE","WHITE","9",1974
"1037","4","27","FEMALE","WHITE","12",1974
"1038","7","36","FEMALE","WHITE","12",1974
"1039","7","54","FEMALE","WHITE","12",1974
"1040","7","29","MALE","WHITE","12",1974
"1041","7","58","MALE","WHITE","18",1974
"1042","5","38","FEMALE","WHITE","12",1974
"1043","7","28","FEMALE","WHITE","17",1974
"1044","9","30","FEMALE","WHITE","18",1974
"1045","5","25","FEMALE","WHITE","16",1974
"1046","6","36","MALE","WHITE","12",1974
"1047","8","60","FEMALE","WHITE","12",1974
"1048","2","67","FEMALE","WHITE","6",1974
"1049","0","57","FEMALE","WHITE","17",1974
"1050","4","79","MALE","WHITE","8",1974
"1051","6","51","MALE","WHITE","8",1974
"1052","8","30","FEMALE","WHITE","12",1974
"1053","5","18","FEMALE","WHITE","12",1974
"1054","3","30","FEMALE","BLACK","17",1974
"1055","3","70","MALE","WHITE","6",1974
"1056","5","75","MALE","WHITE","11",1974
"1057","4","42","FEMALE","WHITE","11",1974
"1058","1","69","FEMALE","WHITE","8",1974
"1059","5","58","FEMALE","WHITE","12",1974
"1060","4","21","MALE","BLACK","11",1974
"1061","6","50","MALE","WHITE","12",1974
"1062","5","34","FEMALE","WHITE","6",1974
"1063","5","21","FEMALE","BLACK","12",1974
"1064","9","29","FEMALE","WHITE","20",1974
"1065","0","19","MALE","WHITE","9",1974
"1066","4","50","MALE","WHITE","11",1974
"1067","6","46","FEMALE","WHITE","13",1974
"1068","10","66","FEMALE","WHITE","8",1974
"1069","4","71","FEMALE","WHITE","10",1974
"1070","8","27","MALE","WHITE","17",1974
"1071","8","40","MALE","WHITE","12",1974
"1072","10","29","FEMALE","WHITE","13",1974
"1073","7","19","FEMALE","BLACK","12",1974
